,2016,2116,2125,2143,2271,2320,2360,2373,2410,2420,2460,2485,2596,2622,2628,2630,2731,2744,2831,2849,2880,2899,2943,2956,2958,2977,2979,2984,2991,3002,3011,3020,3126,3128,3144,3146,3153,3154,3168,3172,3198,3200,3209,3247,3249,3489,3490,3500,3502,3505,3658,3661,3668,3674,3678,3679,3702,3714,3726,3739,3742,3759,3762,3768,3777,3781,3783,3786,3789,3801,3802,3803,3804,3810,3811,3812,3816,3818,3829,5422,1,2,3,4,5,6,7,8,9,11,12,27,4004,1201,306,3001,8001,8002,9033,2002,2004,2007,2009,2010,2011,1001,1002,1003,1004,1005,500,1016
0,36.48187,37.36075,37.48293,38.53455,39.150473,36.99958,34.63782,37.76595,38.10251,34.1992,32.84232,34.10367,33.99952,37.9723,36.843425,39.327563,38.61374,39.18919,37.936,34.14437,34.276316,34.06653,33.67653,38.74643,39.13868,38.30256,35.02079,34.210169,34.25239,39.09979,38.56844,39.93957,39.23352,40.30965,38.20185,35.356615,34.445505,36.48785,33.920767,34.448057,33.21701,36.98332,38.49444,37.74306,38.66121,36.694261,37.6875,34.51096,34.38337,34.404281,34.66959,37.348488,37.9604,33.83061,38.35655,33.7924,33.99636,39.53387,36.209018,32.57816,37.8148,36.63424,35.04676,36.19865,33.583018,36.78538,39.76168,39.77919,38.93568,39.813356,39.16602,37.79362,38.403765,37.338202,37.06315,35.49442,40.17088,33.859662,32.78956,38.167275,37.64571,36.999571,38.93568,38.403765,37.642165,37.488317,34.210169,36.209286,34.404281,34.427775,38.683304,34.030833,33.79236,33.362593,34.510961,34.25239,33.99958,35.49453,34.669739,34.276316,34.63782,35.04673,36.634225,37.793392,34.44551,37.482934,37.950741,36.694261,34.44806,37.06315,36.985119,33.944713
1,-121.73333,-118.3308,-122.20348,-121.7734,-123.206548,-121.57466,-120.4575,-122.39902,-122.238,-118.53275,-116.76831,-117.62906,-117.41595,-122.52011,-121.3621,-121.668811,-121.36801,-121.99887,-122.0262,-117.85038,-118.683685,-118.22676,-117.33104,-121.26498,-121.61884,-121.42083,-120.56389,-118.870509,-119.143182,-120.95391,-121.49311,-120.94438,-121.05567,-121.22785,-120.680277,-119.062613,-119.828452,-117.87104,-116.858413,-119.231299,-117.39616,-121.98822,-121.21115,-122.16994,-121.73269,-121.623271,-121.7842,-117.32555,-118.52839,-118.80998,-118.13068,-121.894936,-122.35685,-117.9385,-121.94986,-118.17525,-117.4924,-122.190834,-121.125959,-116.92135,-122.28236,-120.38234,-120.58777,-120.10117,-117.072202,-119.77321,-121.84047,-121.59135,-121.09959,-120.470691,-120.14883,-122.26338,-122.818294,-121.849892,-122.083092,-120.66622,-122.25556,-118.200707,-116.94432,-121.68841667,-118.96652,-121.574684,-121.09959,-122.818294,-120.994212,-120.836008,-118.870509,-121.126371,-118.80998,-119.691218,-121.164457,-117.61722,-118.17533,-117.09023,-117.32554,-119.143182,-117.41601,-120.66617,-118.130511,-118.683685,-120.4575,-120.58777,-120.382331,-121.247874,-119.8284,-122.20337,-121.268523,-121.623271,-119.2313,-122.083092,-119.658339,-116.830074
